date,portfolio_ret,benchmark_ret,realized_alpha,top_k,stocks,test_year,strategy_equity,benchmark_equity
2018-06-28,-0.013807794548272412,0.00996269882086942,-0.023770493369141832,5,"6669.TW,1590.TW,2327.TW,2303.TW,1216.TW",2018,0.9595903186594417,1.0029135129006084
2018-07-05,0.016681034393250416,0.023427751013112452,-0.0067467166198620365,5,"1590.TW,2327.TW,6669.TW,4904.TW,2618.TW",2018,0.97559727776843,1.0264095209685298
2018-07-12,-0.05720028376953956,0.012048420922980085,-0.06924870469251965,5,"6669.TW,1590.TW,2883.TW,3008.TW,2615.TW",2018,0.9197928366352854,1.038776134916513
2018-07-19,0.01595185513965469,0.021542462357802883,-0.005590607218148191,5,"1590.TW,2408.TW,2345.TW,3034.TW,3008.TW",2018,0.9344652387237836,1.061153930701136
2018-07-26,0.0007941465731602371,0.003525443584061483,-0.0027312970109012458,5,"2454.TW,2884.TW,2303.TW,2345.TW,2892.TW",2018,0.9352073410908535,1.064894969017828
2018-08-02,-0.04047393469582239,0.0035126836336154543,-0.04398661832943784,5,"1590.TW,6669.TW,2345.TW,3008.TW,1102.TW",2018,0.8973558202404885,1.0686356081470163
2018-08-09,-0.02516108788044291,-0.020419977284131585,-0.0047411105963113265,5,"1590.TW,2408.TW,2912.TW,3711.TW,2892.TW",2018,0.8747773715873907,1.04681409330364
2018-08-16,-0.0013810405152023808,0.01250745774860218,-0.01388849826380456,5,"1590.TW,6669.TW,2454.TW,3034.TW,9910.TW",2018,0.8735692685954463,1.0599070763462766
2018-08-23,-0.008640923074045737,0.02352945861531497,-0.032170381689360705,5,"2891.TW,5876.TW,3045.TW,2880.TW,2412.TW",2018,0.8660208237456626,1.0848461160352458
2018-08-30,-0.10077901898067998,-0.009195204517827182,-0.0915838144628528,5,"2327.TW,1590.TW,1102.TW,2408.TW,1101.TW",2018,0.7787440947117343,1.0748707341279313
2018-09-06,-0.08954161741345934,-0.005220580621701831,-0.08432103679175751,5,"2327.TW,2408.TW,6669.TW,1590.TW,3008.TW",2018,0.7090140889200655,1.0692592848025086
2018-09-13,0.0524692412438299,0.005830727641576772,0.04663851360225313,5,"2408.TW,1590.TW,6669.TW,2327.TW,2379.TW",2018,0.7462155201968866,1.0754938444704192
2018-09-20,-0.004991030704261767,0.0075364095497256756,-0.012527440253987443,5,"6669.TW,2408.TW,2345.TW,3008.TW,2886.TW",2018,0.7424911356235873,1.0835992065505573
2018-09-28,-0.06805619091620174,-0.0454546798130675,-0.022601511103134242,5,"2408.TW,2327.TW,5871.TW,2892.TW,2887.TW",2018,0.691960017144001,1.0343445515711078
2018-10-05,0.025230829428391166,-0.04761894078594453,0.0728497702143357,5,"3008.TW,2408.TW,2327.TW,6669.TW,2308.TW",2018,0.709418742307828,0.9850901596175788
2018-10-15,-0.04910163554071678,-0.011392295694622412,-0.03770933984609437,5,"2327.TW,6669.TW,2408.TW,3008.TW,3017.TW",2018,0.6745851217772754,0.9738677212333526
2018-10-22,-0.09376137369142723,-0.02944938403487951,-0.06431198965654772,5,"6669.TW,2327.TW,2408.TW,3008.TW,2609.TW",2018,0.6113350940876393,0.9451879167115786
2018-10-29,0.11527660987742472,0.03496045079428556,0.08031615908313916,5,"2327.TW,3037.TW,1102.TW,2345.TW,2408.TW",2018,0.6818077312331589,0.9782321123651271
2018-11-05,-0.07179751794160316,-0.029318049262365475,-0.042479468679237686,5,"2327.TW,2303.TW,6669.TW,3008.TW,1102.TW",2018,0.6328556284172224,0.9495522551047785
2018-11-12,0.1099804871104133,0.0032827946487887782,0.10669769246162453,5,"6669.TW,3008.TW,2327.TW,3017.TW,2345.TW",2018,0.7024573987011152,0.9526694401665817
2018-11-19,-0.013659742196416413,-0.00588995515780788,-0.007769787038608533,5,"9910.TW,2317.TW,2345.TW,3008.TW,2395.TW",2018,0.6928620117308927,0.9470582598837867
2018-11-26,0.10697611710586807,0.033574581103954504,0.07340153600191357,5,"2327.TW,2303.TW,3037.TW,1102.TW,2317.TW",2018,0.766981699436024,0.9788553442404249
2018-12-03,-0.012524170819973368,-0.05095510145134252,0.03843093063136915,5,"3037.TW,2303.TW,6669.TW,2454.TW,2615.TW",2018,0.7573758896164938,0.9289776708684652
2018-12-10,0.002349507714693777,0.013422647731220927,-0.01107314001652715,5,"2327.TW,2408.TW,2345.TW,3231.TW,1101.TW",2018,0.7591553501120708,0.9414470108947026
2018-12-17,0.0016976841491331829,-0.017880767953997845,0.019578452103131028,5,"2327.TW,3037.TW,3017.TW,5876.TW,5871.TW",2018,0.7604441561166857,0.9246132153519095
2018-12-24,-0.001963035179317174,-0.004720362482877882,0.002757327303560708,5,"6669.TW,3017.TW,2345.TW,2609.TW,2379.TW",2018,0.7589513774863225,0.9202487058189893
